sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2023-02-18T00:00:54;11.50;99.90
3660;DHT22;1846;51.482;7.224;2023-02-18T00:03:22;11.60;99.90
3660;DHT22;1846;51.482;7.224;2023-02-18T00:05:50;11.60;99.90
3660;DHT22;1846;51.482;7.224;2023-02-18T00:08:18;11.60;95.60
3660;DHT22;1846;51.482;7.224;2023-02-18T00:10:45;11.70;77.30
3660;DHT22;1846;51.482;7.224;2023-02-18T00:13:12;11.70;47.20
3660;DHT22;1846;51.482;7.224;2023-02-18T00:15:39;11.80;36.30
3660;DHT22;1846;51.482;7.224;2023-02-18T00:18:06;11.80;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:20:33;11.80;12.10
3660;DHT22;1846;51.482;7.224;2023-02-18T00:23:02;11.80;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:25:29;11.90;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:27:57;11.80;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:30:24;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:32:52;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:35:19;11.60;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:37:46;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:40:15;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:42:42;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:45:09;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:47:35;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:50:02;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:52:29;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:54:56;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:57:24;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T00:59:54;11.70;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T01:02:23;11.60;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T01:04:50;11.60;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T01:07:17;11.60;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T01:09:44;11.60;1.00
3660;DHT22;1846;51.482;7.224;2023-02-18T01:12:11;11.50;15.60
3660;DHT22;1846;51.482;7.224;2023-02-18T01:14:39;11.60;82.00
3660;DHT22;1846;51.482;7.224;2023-02-18T01:17:06;11.60;58.10
3660;DHT22;1846;51.482;7.224;2023-02-18T01:19:33;11.50;66.40
3660;DHT22;1846;51.482;7.224;2023-02-18T01:22:00;11.40;99.90
3660;DHT22;1846;51.482;7.224;2023-02-18T01:24:26;11.50;99.90
3660;DHT22;1846;51.482;7.224;2023-02-18T01:26:53;11.60;99.90
3660;DHT22;1846;51.482;7.224;2023-02-18T01:29:20;11.60;99.90
3660;DHT22;1846;51.482;7.224;2023-02-18T01:31:48;11.60;99.90
3660;DHT22;1846;51.482;7.224;2023-02-18T01:34:15;11.50;99.90
3660;DHT22;1846;51.482;7.224;2023-02-18T01:36:42;11.50;99.90
