sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2023-02-17T00:00:15;34.42;;;22.35;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:02:44;30.15;;;19.73;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:05:11;28.60;;;20.08;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:07:37;29.23;;;21.13;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:10:05;30.95;;;20.67;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:12:33;31.63;;;21.97;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:15:01;32.00;;;20.80;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:17:28;26.63;;;18.42;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:19:57;25.10;;;18.40;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:22:23;24.83;;;18.15;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:24:52;24.10;;;19.42;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:27:18;24.50;;;18.43;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:29:45;22.83;;;18.45;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:32:12;21.90;;;16.70;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:34:39;28.25;;;18.42;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:37:07;21.85;;;16.02;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:39:34;25.55;;;17.13;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:42:01;20.90;;;16.80;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:44:28;23.63;;;17.63;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:46:54;23.15;;;15.80;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:49:22;22.80;;;16.60;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:51:50;28.15;;;17.40;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:54:19;19.85;;;16.05;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:56:46;22.88;;;16.20;;
3659;SDS011;1846;51.482;7.224;2023-02-17T00:59:13;20.75;;;16.13;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:01:39;21.90;;;15.70;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:04:06;21.48;;;15.05;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:06:34;19.25;;;15.60;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:09:02;18.67;;;14.73;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:11:32;21.27;;;15.43;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:14:01;24.73;;;15.63;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:16:33;22.15;;;14.40;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:19:02;19.27;;;15.27;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:21:30;22.20;;;15.23;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:23:59;22.85;;;17.20;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:26:28;22.92;;;16.30;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:28:58;21.67;;;15.85;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:31:28;21.25;;;15.57;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:33:56;24.37;;;16.60;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:36:25;25.58;;;17.27;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:38:53;21.42;;;16.73;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:41:21;23.23;;;16.88;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:44:05;22.20;;;17.20;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:46:35;22.63;;;17.38;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:49:03;23.15;;;15.73;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:51:35;22.75;;;16.40;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:54:04;24.08;;;17.25;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:56:34;23.95;;;17.10;;
3659;SDS011;1846;51.482;7.224;2023-02-17T01:59:08;22.70;;;16.70;;
3659;SDS011;1846;51.482;7.224;2023-02-17T02:01:37;22.45;;;17.63;;
3659;SDS011;1846;51.482;7.224;2023-02-17T02:04:05;24.77;;;17.17;;
3659;SDS011;1846;51.482;7.224;2023-02-17T02:06:33;24.33;;;17.70;;
