sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
3659;SDS011;1846;51.482;7.224;2023-02-19T00:00:10;30.85;;;21.70;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:02:39;30.48;;;22.60;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:05:07;32.22;;;23.92;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:07:34;38.85;;;24.85;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:10:02;32.83;;;23.87;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:12:29;31.50;;;23.40;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:14:56;36.70;;;25.23;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:17:25;37.42;;;26.00;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:19:52;35.10;;;26.67;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:22:18;32.35;;;24.88;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:24:45;41.17;;;26.98;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:27:15;32.03;;;24.35;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:29:41;37.28;;;26.35;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:32:08;32.97;;;25.63;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:34:35;29.60;;;24.50;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:37:02;31.35;;;24.33;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:39:29;29.88;;;22.17;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:41:56;32.45;;;21.95;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:44:26;29.83;;;23.50;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:46:53;31.92;;;25.25;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:49:20;32.08;;;23.77;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:51:48;37.70;;;25.70;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:54:16;32.45;;;24.20;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:56:43;33.88;;;26.05;;
3659;SDS011;1846;51.482;7.224;2023-02-19T00:59:12;30.75;;;23.90;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:01:40;31.27;;;24.17;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:04:08;31.48;;;23.90;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:06:35;28.83;;;23.60;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:09:03;33.63;;;25.10;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:11:31;32.70;;;24.98;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:13:58;30.27;;;24.20;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:16:26;31.42;;;24.08;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:18:55;28.00;;;22.88;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:21:23;27.75;;;22.80;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:23:52;28.27;;;22.30;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:26:20;32.28;;;23.25;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:28:49;28.38;;;21.73;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:31:16;28.55;;;21.45;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:33:44;26.92;;;21.08;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:36:13;28.95;;;20.92;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:38:40;33.80;;;22.60;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:41:09;33.80;;;23.00;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:43:53;32.63;;;24.05;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:46:23;33.40;;;24.45;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:48:51;32.85;;;22.88;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:51:20;34.53;;;23.70;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:53:49;34.25;;;23.83;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:56:19;36.17;;;23.02;;
3659;SDS011;1846;51.482;7.224;2023-02-19T01:58:47;30.13;;;22.90;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:01:14;30.70;;;21.60;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:03:41;34.42;;;22.33;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:06:14;30.52;;;20.80;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:08:48;29.38;;;19.95;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:11:36;28.13;;;19.35;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:14:07;28.65;;;20.70;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:16:36;32.05;;;20.85;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:19:15;31.73;;;21.50;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:22:00;33.53;;;21.23;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:24:55;29.60;;;20.45;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:27:47;32.63;;;21.67;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:30:27;39.08;;;23.45;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:33:11;38.73;;;23.97;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:35:47;41.22;;;26.55;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:38:17;43.80;;;27.08;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:40:47;41.70;;;28.38;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:43:15;53.40;;;30.65;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:45:43;51.30;;;31.50;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:48:12;57.08;;;31.38;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:50:44;59.63;;;32.78;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:53:14;45.90;;;28.80;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:56:01;50.40;;;30.73;;
3659;SDS011;1846;51.482;7.224;2023-02-19T02:58:29;50.22;;;30.05;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:01:00;48.20;;;29.42;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:03:49;46.58;;;29.50;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:06:20;46.00;;;28.80;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:08:50;48.75;;;31.58;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:11:21;48.15;;;31.20;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:14:06;45.97;;;29.87;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:16:57;46.97;;;30.63;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:19:48;48.92;;;30.27;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:22:18;50.67;;;30.00;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:24:50;45.25;;;27.35;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:27:38;42.08;;;26.63;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:30:08;46.53;;;26.08;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:32:41;42.90;;;24.98;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:35:12;48.95;;;28.00;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:37:44;36.55;;;25.88;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:40:15;38.97;;;26.27;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:42:44;42.70;;;26.75;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:45:28;44.30;;;26.08;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:50:49;44.03;;;23.05;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:53:26;35.65;;;21.63;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:56:03;29.60;;;21.33;;
3659;SDS011;1846;51.482;7.224;2023-02-19T03:58:36;33.13;;;19.45;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:01:09;30.70;;;19.00;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:03:44;28.07;;;17.83;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:06:15;36.08;;;19.08;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:08:46;31.30;;;18.33;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:11:15;30.15;;;16.55;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:13:46;32.90;;;18.48;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:16:20;31.23;;;17.70;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:18:53;24.88;;;16.77;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:21:23;26.35;;;17.05;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:23:51;24.23;;;15.65;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:26:19;30.88;;;17.50;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:28:48;30.13;;;16.67;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:31:15;28.77;;;16.50;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:33:41;29.63;;;16.73;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:36:10;32.53;;;16.70;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:38:37;28.10;;;16.50;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:41:04;29.40;;;15.60;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:43:31;31.43;;;16.30;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:45:58;22.07;;;16.23;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:48:26;25.40;;;14.90;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:50:53;31.27;;;15.50;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:53:22;25.85;;;15.68;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:55:49;25.63;;;14.10;;
3659;SDS011;1846;51.482;7.224;2023-02-19T04:58:17;27.13;;;16.00;;
3659;SDS011;1846;51.482;7.224;2023-02-19T05:00:45;26.63;;;14.77;;
3659;SDS011;1846;51.482;7.224;2023-02-19T05:03:16;26.70;;;15.25;;
3659;SDS011;1846;51.482;7.224;2023-02-19T05:05:43;20.10;;;12.55;;
3659;SDS011;1846;51.482;7.224;2023-02-19T05:08:09;30.85;;;14.13;;
3659;SDS011;1846;51.482;7.224;2023-02-19T05:10:38;21.95;;;13.48;;
3659;SDS011;1846;51.482;7.224;2023-02-19T05:13:05;20.80;;;12.85;;
