sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
3660;DHT22;1846;51.482;7.224;2023-01-31T00:01:05;Mai 40;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:03:32;Mai 30;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:06:19;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:08:47;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:11:15;05. Okt;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:13:43;5.00;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:16:11;05. Okt;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:18:39;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:21:08;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:23:38;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:26:13;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:28:41;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:31:09;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:33:37;05. Okt;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:36:05;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:38:32;05. Okt;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:41:02;5.00;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:43:29;05. Okt;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:45:56;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:48:23;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:50:52;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:53:19;05. Okt;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:55:48;Mai 30;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T00:58:17;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:00:44;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:03:11;05. Okt;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:05:38;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:08:05;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:10:32;Mai 20;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:12:59;Mai 30;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:15:27;Mai 40;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:17:54;Mai 40;95.10
3660;DHT22;1846;51.482;7.224;2023-01-31T01:20:21;Mai 40;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:22:48;Mai 50;1.00
3660;DHT22;1846;51.482;7.224;2023-01-31T01:25:15;Mai 50;1.00
3660;DHT22;1846;51.482;7.224;2023-01-31T01:27:42;Mai 50;1.00
3660;DHT22;1846;51.482;7.224;2023-01-31T01:30:10;Mai 40;1.00
3660;DHT22;1846;51.482;7.224;2023-01-31T01:32:38;Mai 30;1.00
3660;DHT22;1846;51.482;7.224;2023-01-31T01:35:06;Mai 40;99.90
3660;DHT22;1846;51.482;7.224;2023-01-31T01:37:33;Mai 40;1.00
3660;DHT22;1846;51.482;7.224;2023-01-31T01:40:00;Mai 40;1.00
3660;DHT22;1846;51.482;7.224;2023-01-31T01:42:33;Mai 40;1.00
3660;DHT22;1846;51.482;7.224;2023-01-31T01:45:01;Mai 50;1.00
3660;DHT22;1846;51.482;7.224;2023-01-31T01:47:34;Mai 30;1.00
